Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,throughput,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
42,1.6343886399739749,0.020429857999674686,1.073685147366159,0.013421064342076988,1.073685147366159,0.013421064342076988,0.32970670809020297,0.2309967845176113,1.403391855456362,0.017542398193204526,0.2434186199838102,0.012421835466198905,0.0012421835466198904,0.01738712524987706,,0.0008253030555013946,90,10,80,0.125,0.0
109,1.4740314742467393,0.03685078685616848,0.5616807836083433,0.014042019590208583,0.5616807836083433,0.014042019590208583,0.15287310473615157,0.7594775859022438,0.7145538883444948,0.017863847208612373,0.7736540538591758,0.01417646795693206,0.001417646795693206,0.017509435509689086,,0.001173276208509988,50,10,40,0.25,0.0
52,1.6927675898693444,0.021159594873366806,1.1093320864837204,0.013866651081046505,1.1093320864837204,0.013866651081046505,0.21508971613572414,0.3683457872498982,1.3244218026194445,0.016555272532743057,0.381880290163105,0.013534502913206792,0.0013534502913206791,0.01638609124632799,,0.003414421618379543,90,10,80,0.125,0.0
54,1.6947919430247498,0.021184899287809374,1.1098893796393403,0.013873617245491753,1.1098893796393403,0.013873617245491753,0.21517438802382927,0.36972817536157854,1.3250637676631696,0.01656329709578962,0.38322634017676105,0.013498164815182512,0.0013498164815182513,0.01639457003559986,,0.010250400972911494,90,10,80,0.125,0.0
145,1.3988883959200848,0.06994441979600424,0.28144796431387187,0.014072398215693593,0.28144796431387187,0.014072398215693593,0.0,1.117440431606213,0.28144796431387187,0.014072398215693593,1.131616899563145,0.01417646795693206,0.001417646795693206,0.013363574817846991,,0.004915180118465867,30,10,20,0.5,0.0
58,1.7443897502962287,0.021804871878702857,1.115493185546962,0.013943664819337027,1.115493185546962,0.013943664819337027,0.24406259793043716,0.384833966818828,1.3595557834773992,0.01699444729346749,0.39836577737374357,0.013531810554915591,0.001353181055491559,0.016825299661531064,,0.003395791423388528,90,10,80,0.125,0.0
114,1.6275001514279785,0.040687503785699464,0.5892870309162986,0.014732175772907466,0.5892870309162986,0.014732175772907466,0.1389257070428258,0.8992874134688532,0.7282127379591244,0.01820531844897811,0.9134638814257853,0.01417646795693206,0.001417646795693206,0.017850906750054834,,0.010795134983931198,50,10,40,0.25,0.0
65,1.8125083733753267,0.022656354667191583,1.1319672057317436,0.014149590071646794,1.1319672057317436,0.014149590071646794,0.27699677503896003,0.40354439260462116,1.4089639807707037,0.017612049759633798,0.41710631825095523,0.013561925646334072,0.0013561925646334073,0.017442525689054644,,0.00019890188824026045,90,10,80,0.125,0.0
115,1.640526756272982,0.04101316890682455,0.5892870309162986,0.014732175772907466,0.5892870309162986,0.014732175772907466,0.1526375782226499,0.8986021471340324,0.7419246091389485,0.018548115228473713,0.9127786150909645,0.01417646795693206,0.001417646795693206,0.018193703529550437,,0.0006852663348207444,50,10,40,0.25,0.0
71,1.8451218837666952,0.02306402354708369,1.1264829918025279,0.014081037397531599,1.1264829918025279,0.014081037397531599,0.19323980362512583,0.5253990883390397,1.3197227954276536,0.01649653494284567,0.5393871430020459,0.013988054663006233,0.0013988054663006233,0.016321684259558114,,0.006863712947591083,90,10,80,0.125,0.0
72,1.858040417821706,0.023225505222771326,1.1254670119302117,0.014068337649127646,1.1254670119302117,0.014068337649127646,0.19397960001425996,0.5385938058772328,1.3194466119444717,0.016493082649305896,0.5526226224779263,0.014028816600693328,0.0014028816600693329,0.01631772244179725,,0.0007933371248130816,90,10,80,0.125,0.0
126,1.6794970204330186,0.04198742551082547,0.5947715885268252,0.014869289713170631,0.5947715885268252,0.014869289713170631,0.13435686027753713,0.9503685716286556,0.7291284488043623,0.018228211220109057,0.9647872265824129,0.01441865495375727,0.001441865495375727,0.017867744846265143,,0.0020433873694890026,50,10,40,0.25,0.0
128,1.6754671713017661,0.04188667928254415,0.5939601037635555,0.014849002594088886,0.5939601037635555,0.014849002594088886,0.13600514582366863,0.9455019217145415,0.7299652495872241,0.018249131239680604,0.9599462961349656,0.014444374420424122,0.0014444374420424122,0.01788802187917001,,0.0007990770878948394,50,10,40,0.25,0.0
74,1.8813989706993024,0.02351748713374128,1.1273672237753964,0.014092090297192456,1.1273672237753964,0.014092090297192456,0.20701789848482477,0.5470138484390794,1.3343851222602212,0.016679814028252766,0.561017561270277,0.014003712831197612,0.0014003712831197612,0.016504767617862813,,0.0012451805291786855,90,10,80,0.125,0.0
76,1.9093958916474068,0.023867448645592586,1.13332220070312,0.014166527508789,1.13332220070312,0.014166527508789,0.220984147448958,0.5550895434953271,1.354306348152078,0.016928829351900977,0.5691323322262588,0.014042788730931677,0.0014042788730931678,0.01675329449276435,,0.0024297718468372365,90,10,80,0.125,0.0
78,1.9197657485371424,0.02399707185671428,1.132410132298126,0.014155126653726573,1.132410132298126,0.014155126653726573,0.22202989507995263,0.5653257211590628,1.3544400273780786,0.01693050034222598,0.5794005521770016,0.014074831017938827,0.0014074831017938827,0.016754564954501762,,0.0029582717571813855,90,10,80,0.125,0.0
79,1.9331130828402183,0.024163913535502728,1.1325183605647928,0.014156479507059911,1.1325183605647928,0.014156479507059911,0.23609813477021802,0.5644965875052067,1.3686164953350108,0.017107706191687635,0.5785714185231455,0.014074831017938827,0.0014074831017938827,0.01693177080396341,,0.0008291336538560901,90,10,80,0.125,0.0
162,1.6084952135579844,0.08042476067789922,0.3158478876578531,0.015792394382892656,0.3158478876578531,0.015792394382892656,0.0,1.2926473259001319,0.3158478876578531,0.015792394382892656,1.308008524882927,0.015361198982795088,0.0015361198982795088,0.015024334433752872,,0.0044464887184358926,30,10,20,0.5,0.0
81,1.9361043938966593,0.02420130492370824,1.1338680597238404,0.014173350746548005,1.1338680597238404,0.014173350746548005,0.23485007255016366,0.5673862616226548,1.368718132274004,0.01710897665342505,0.5814688324141651,0.014082570791510318,0.0014082570791510319,0.016932944518531178,,0.007861031264269958,90,10,80,0.125,0.0
