Time (sec),throughput
0.0,0
0.010676577125217012,1
0.02247204032474926,7
0.03521726730921457,14
0.04605418588604673,16
0.05706997795828599,19
0.0698152049427513,26
0.08065212351958347,28
0.09172069177572736,32
0.10273648384796663,35
0.11453194704749887,41
0.12560051530364277,45
0.13666908355978669,49
0.14768487563202595,52
0.15852179420885812,54
0.16953758628109739,57
0.18069429665648618,62
0.19153121523331834,64
0.2023681338101505,66
0.21343670206629442,70
0.2244524941385337,73
0.2355210623946776,77
0.2465896306508215,81
0.2576581989069654,85
0.2688149092823542,90
0.2806103724818864,96
0.29120252014362763,97
0.30221831221586687,100
0.31328688047201075,104
0.32387902813375197,105
0.33471594671058413,107
0.3489824907310082,214
0.36005105898715206,218
0.3710668510593913,221
0.38190376963622347,223
0.39297233789236735,227
0.4038092564691995,229
0.4148778247253434,233
0.4254699723870846,234
0.43606212004882583,235
0.4525292040452608,363
0.4689962880416958,491
0.4854633720381308,619
0.5019304560345658,747
0.5183975400310008,875
0.5348646240274358,1003
0.5513317080238709,1131
0.5677987920203059,1259
0.584265876016741,1387
0.600732960013176,1515
0.617200044009611,1643
0.6336671280060461,1771
0.6501342120024811,1899
0.6666012959989162,2027
0.6830683799953512,2155
0.6995354639917862,2283
0.7160025479882213,2411
0.7324696319846563,2539
0.7436263423600451,2544
0.7600934263564801,2672
0.7706855740182214,2673
0.7871526580146564,2801
0.8036197420110914,2929
0.8200868260075265,3057
0.8365539100039615,3185
0.8530209940003965,3313
0.8694880779968316,3441
0.8859551619932666,3569
0.9024222459897017,3697
0.9188893299861367,3825
0.9353564139825717,3953
0.9518234979790068,4081
0.9682905819754418,4209
0.9847576659718769,4337
1.0012247499683118,4465
1.0176918339647467,4593
1.0341589179611816,4721
1.0506260019576166,4849
1.0670930859540515,4977
1.0835601699504864,5105
1.10155061562705,5119
1.118017699623485,5247
1.129086267879629,5251
1.1455533518760639,5379
1.1620204358724988,5507
1.1784875198689337,5635
1.1949546038653687,5763
1.2114216878618036,5891
1.2278887718582385,6019
1.2443558558546735,6147
1.2608229398511084,6275
1.2772900238475433,6403
1.2937571078439782,6531
1.3102241918404132,6659
1.326691275836848,6787
1.343158359833283,6915
1.359625443829718,7043
1.3760925278261529,7171
1.3925596118225878,7299
1.4090266958190227,7427
1.4254937798154577,7555
1.4363306983922899,7557
1.4527977823887248,7685
1.4692648663851597,7813
1.4857319503815947,7941
1.5029184725392994,8069
1.5201049946970042,8197
1.537291516854709,8325
1.5544780390124138,8453
1.5716645611701185,8581
1.5888510833278233,8709
1.606037605485528,8837
1.6232241276432329,8965
1.6404106498009376,9093
1.6575971719586424,9221
1.6747836941163472,9349
1.691970216274052,9477
1.7091567384317568,9605
1.7263432605894615,9733
1.7435297827471663,9861
1.760716304904871,9989
1.7779028270625759,10117
1.788739745639408,10119
1.8059262677971128,10247
1.8337942867444676,10284
1.8502613707409026,10412
1.8614180811162915,10417
1.8778851651127264,10545
1.8943522491091613,10673
1.9108193331055963,10801
1.9272864171020312,10929
1.9437535010984661,11057
1.960220585094901,11185
1.976687669091336,11313
1.993154753087771,11441
2.0103412752454757,11569
2.0275277974031805,11697
2.0447143195608852,11825
2.06190084171859,11953
2.079087363876295,12081
2.0962738860339996,12209
2.1134604081917043,12337
2.130646930349409,12465
2.147833452507114,12593
2.1584256001688553,12594
2.17561212232656,12722
2.186768832701949,12727
2.2039553548596538,12855
2.214547502521395,12856
2.2317340246791,12984
2.2489205468368048,13112
2.2661070689945095,13240
2.2832935911522143,13368
2.300480113309919,13496
2.317666635467624,13624
2.3348531576253286,13752
2.3520396797830334,13880
2.369226201940738,14008
2.386412724098443,14136
2.4035992462561477,14264
2.4207857684138525,14392
2.4379722905715573,14520
2.455158812729262,14648
2.472345334886967,14776
2.4895318570446716,14904
2.5067183792023764,15032
2.523904901360081,15160
2.541091423517786,15288
2.5521599917739297,15292
2.5693465139316345,15420
2.5801834325084667,15422
2.5973699546661715,15550
2.6145564768238763,15678
2.631742998981581,15806
2.648929521139286,15934
2.6661160432969906,16062
2.6833025654546954,16190
2.7004890876124,16318
2.717675609770105,16446
2.7348621319278097,16574
2.7520486540855145,16702
2.7692351762432192,16830
2.786421698400924,16958
