Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,throughput,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
0,1.6239310708940415,0.02029913838617552,1.270614010189592,0.015882675127369898,1.270614010189592,0.015882675127369898,0.350759489988141,0.0025575707163092007,1.621373500177733,0.020267168752221662,0.013786124795630305,0.011228554079321105,0.0011228554079321105,0.02012681182623014,,,90,10,80,0.125,0.0
1,4.321220088744855,0.027007625554655346,3.3986163633904423,0.021241352271190263,3.3986163633904423,0.021241352271190263,0.9201994942337279,0.0024042311206910003,4.31881585762417,0.02699259911015106,0.013632785200012106,0.011228554079321105,0.0011228554079321105,0.02692242064715527,,0.00015333959561820033,170,10,160,0.0625,0.0
2,1.6409651153316722,0.020512063941645904,1.2754132387148625,0.015942665483935782,1.2754132387148625,0.015942665483935782,0.36555187661681054,0.0,1.640965115331673,0.020512063941645915,0.011228554079321105,0.011228554079321105,0.0011228554079321105,0.02037170701565439,,0.0024042311206910003,90,10,80,0.125,0.0
3,0.7148549765390056,0.017871374413475142,0.5298962390532943,0.013247405976332357,0.5298962390532943,0.013247405976332357,0.17901500401045692,0.005943733475254599,0.7089112430637512,0.01772278107659378,0.017606170921622227,0.011662437446367628,0.0011662437446367628,0.017431220140434585,,0.006177679492573,50,10,40,0.25,0.0
4,1.6319709344264555,0.020399636680330693,1.2789770712642108,0.015987213390802633,1.2789770712642108,0.015987213390802633,0.34986663109963445,0.003127232062610799,1.6288437023638451,0.020360546279548065,0.014789669508978427,0.011662437446367628,0.0011662437446367628,0.020214765811468464,,0.0028165014126438,90,10,80,0.125,0.0
5,4.306694444656336,0.0269168402791021,3.4117711905903314,0.02132356994118957,3.4117711905903314,0.02132356994118957,0.8949232540660111,0.0,4.306694444656342,0.026916840279102138,0.011662437446367628,0.011662437446367628,0.0011662437446367628,0.026843950045062303,,0.003127232062610799,170,10,160,0.0625,0.0
6,4.3323733207566875,0.027077333254729295,3.426861610549324,0.021417885065933277,3.426861610549324,0.021417885065933277,0.8982101466267924,0.007301563580577396,4.325071757176117,0.02703169848235073,0.018987421524803934,0.011685857944226538,0.0011685857944226537,0.02695866187019927,,0.0059327212969461016,170,10,160,0.0625,0.0
7,0.3304126643741394,0.01652063321870697,0.24370888552462744,0.012185444276231371,0.24370888552462744,0.012185444276231371,0.07953582457230074,0.007167954277211196,0.3232447100969282,0.016162235504846408,0.018853812221437734,0.011685857944226538,0.0011685857944226537,0.015577942607635084,,0.00013360930336620003,30,10,20,0.5,0.0
8,1.6681372516611337,0.02085171564576417,1.2917106470914184,0.01614638308864273,1.2917106470914184,0.01614638308864273,0.37642660456971594,0.0,1.6681372516611344,0.020851715645764178,0.011685857944226538,0.011685857944226538,0.0011685857944226537,0.02070564242146134,,0.007167954277211196,90,10,80,0.125,0.0
9,4.324234875427655,0.027026467971422847,3.4332577807249987,0.02145786112953124,3.4332577807249987,0.02145786112953124,0.8765906352118398,0.014386459490823199,4.309848415936838,0.02693655259960524,0.026084081619755117,0.011697622128931918,0.0011697622128931918,0.026863442461299375,,0.0008368817484547056,170,10,160,0.0625,0.0
