Time (sec),throughput
0.0,0
0.019336362969645006,3
0.03189165930451913,9
0.045149364679901535,18
0.06038447010388482,30
0.07198736963670989,45
0.11840900273221928,63
0.13009318168808406,84
0.14249735212569373,108
0.1620591957259996,135
0.17934453411572468,165
0.20085163138662374,198
0.21752564106469677,234
0.23066799177068215,273
0.25304679776713596,315
0.2712381563469405,360
0.28285304474818096,405
0.29446793314942143,450
0.3060828215506619,495
0.3176977099519024,540
0.32931259835314286,585
0.3430113698541831,633
0.35670821683260323,684
0.3699858468328692,729
0.3838375322808617,783
0.39771813221776403,840
0.41162725721168697,900
0.4256161534696598,963
0.43965439200919665,1029
0.45293202200946264,1074
0.4680245017657886,1143
0.48222035220726756,1215
0.49644098344874654,1290
0.5108154154105718,1368
0.5252242025723972,1449
0.5385018325726632,1494
0.5501167209739036,1539
0.5617316093751441,1584
0.5733464977763846,1629
0.584961386177625,1674
0.5965762745788655,1719
0.6110127830925461,1803
0.6257749681212157,1890
0.6405371531498852,1977
0.6552993381785548,2064
0.6700615232072243,2151
0.6848237082358939,2238
0.6995858932645634,2325
0.714348078293233,2412
0.7291404649219025,2501
0.7439403139505721,2592
0.7587945048515435,2685
0.7742173098300862,2780
0.7896665105457465,2877
0.8051287128109573,2976
0.8218378941691481,3077
0.8360602339395371,3180
0.8504548003013624,3285
0.8648583074631878,3392
0.8792668130250132,3501
0.8937287359386938,3612
0.9136166259451517,3725
0.933523439809007,3840
0.9534593992728622,3957
0.973553667478315,4076
0.9883158525069845,4163
1.003078037535654,4250
1.0178402225643237,4337
1.0326024075929934,4424
1.0527564453984462,4545
1.0729426732806393,4668
1.0931660723628323,4793
1.1129128091974063,4920
1.1326905689653137,5049
1.1540066822992159,5180
1.175322795633118,5313
1.1939383100088707,5448
1.2138179679086618,5585
1.2336976258084529,5724
1.2453125142096935,5769
1.256927402610934,5814
1.276702556821192,5955
1.2964929657224062,6098
1.3163653906236203,6243
1.336240467155132,6390
1.3510026521838017,6477
1.3657648372124713,6564
1.380527022241141,6651
1.3952892072698106,6738
1.4100513922984803,6825
1.42481357732715,6912
1.4447040010586616,7061
1.4642091264217758,7212
1.48378190618489,7365
1.5033660522917176,7520
1.5229585055985453,7677
1.5442630662924475,7836
1.5655676269863497,7995
1.5868721876802518,8154
1.608176748374154,8313
1.6294813090680562,8472
1.6490729242219961,8631
1.662350554222262,8676
1.681942169376202,8835
1.7016007583968087,8996
1.723097007399188,9159
1.7446068436015674,9324
1.7641984587555073,9483
1.786719767628975,9650
1.8093260493024426,9819
1.830094717264588,9990
1.849686332418528,10149
1.8704680947806733,10322
1.8917244030367237,10497
1.913040621692774,10674
