Time (sec),throughput
0.0,0
0.01087040550402853,1
0.21468209031324806,114
0.5636447252891809,318
0.9010893755377754,512
0.9460024423585327,1024
0.99091550917929,1536
1.0358285760000474,2048
1.0807416428208048,2560
1.1256547096415621,3072
1.1705677764623195,3584
1.2154808432830768,4096
1.2603939101038342,4608
1.3053069769245915,5120
1.3502200437453489,5632
1.3951331105661062,6144
1.4400461773868636,6656
1.484959244207621,7168
1.5298723110283783,7680
1.5747853778491356,8192
1.619698444669893,8704
1.6646115114906503,9216
1.7095245783114077,9728
1.754437645132165,10240
1.7993507119529224,10752
1.8442637787736798,11264
1.889176845594437,11776
1.9340899124151945,12288
1.9790029792359518,12800
2.0239160460567094,13312
2.068829112877467,13824
2.1137421796982245,14336
2.158655246518982,14848
2.2035683133397397,15360
2.2484813801604973,15872
2.293394446981255,16384
2.3383075138020124,16896
2.38322058062277,17408
2.4281336474435276,17920
2.473046714264285,18432
2.5179597810850427,18944
2.5628728479058003,19456
2.607785914726558,19968
2.6526989815473154,20480
2.697612048368073,20992
2.7425251151888306,21504
2.787438182009588,22016
2.8323512488303457,22528
2.8772643156511033,23040
2.9241683648718606,23552
2.971072414092618,24064
3.017976463313375,24576
3.0648805125341325,25088
3.11178456175489,25600
3.158688610975647,26112
3.2055926601964044,26624
3.2524967094171617,27136
3.299400758637919,27648
3.3463048078586763,28160
3.3932088570794336,28672
3.440112906300191,29184
3.4870169555209483,29696
3.5339210047417056,30208
3.580825053962463,30720
3.62772910318322,31232
3.6746331524039775,31744
3.721537201624735,32256
3.768441250845492,32768
3.8153453000662494,33280
3.8622493492870067,33792
3.909153398507764,34304
3.9560574477285213,34816
4.002961496949279,35328
4.049865546170037,35840
4.0967695953907945,36352
4.143673644611552,36864
4.19057769383231,37376
4.237481743053068,37888
4.2843857922738255,38400
4.331289841494583,38912
4.378193890715341,39424
4.425097939936099,39936
4.4720019891568565,40448
4.518906038377614,40960
4.565810087598372,41472
4.61271413681913,41984
4.6596181860398875,42496
4.706522235260645,43008
4.753426284481403,43520
4.800330333702161,44032
4.8472343829229185,44544
4.894138432143676,45056
4.941042481364434,45568
4.987946530585192,46080
5.0348505798059495,46592
5.081754629026707,47104
5.128658678247465,47616
5.175562727468223,48128
5.2224667766889805,48640
5.269370825909738,49152
5.316274875130496,49664
5.363178924351254,50176
5.4100829735720115,50688
5.456987022792769,51200
5.805949657768702,51404
5.901295360440116,51456
5.948199409660874,51968
5.995103458881632,52480
6.042007508102389,52992
6.088911557323147,53504
6.135815606543905,54016
6.182719655764663,54528
6.22962370498542,55040
6.276527754206178,55552
6.323431803426936,56064
6.370335852647694,56576
6.417239901868451,57088
6.464143951089209,57600
6.511048000309967,58112
6.557952049530725,58624
6.604856098751482,59136
6.65176014797224,59648
6.698664197192998,60160
6.745568246413756,60672
6.792472295634513,61184
6.839376344855271,61696
6.886280394076029,62208
6.933184443296787,62720
6.980088492517544,63232
7.026992541738302,63744
7.07389659095906,64256
7.120800640179818,64768
7.167704689400575,65280
7.214608738621333,65792
7.261512787842091,66304
7.308416837062849,66816
7.355320886283606,67328
7.402224935504364,67840
7.449128984725122,68352
7.49603303394588,68864
7.542937083166637,69376
7.589841132387395,69888
7.636745181608153,70400
7.683649230828911,70912
7.730553280049668,71424
7.777457329270426,71936
7.824361378491184,72448
7.871265427711942,72960
7.918169476932699,73472
7.965073526153457,73984
8.011977575374214,74496
8.05888162459497,75008
8.105785673815728,75520
8.152689723036485,76032
8.199593772257241,76544
8.246497821477998,77056
8.293401870698755,77568
8.340305919919512,78080
8.387209969140269,78592
8.434114018361026,79104
8.481018067581783,79616
8.52792211680254,80128
8.574826166023296,80640
8.621730215244053,81152
8.66863426446481,81664
8.717616803285567,82176
8.766599342106325,82688
8.815581880927082,83200
8.86456441974784,83712
8.913546958568597,84224
8.962529497389355,84736
9.011512036210112,85248
9.06049457503087,85760
9.109477113851627,86272
9.158459652672384,86784
9.207442191493142,87296
9.2564247303139,87808
9.305407269134657,88320
9.354389807955414,88832
9.403372346776171,89344
9.452354885596929,89856
9.501337424417686,90368
9.550319963238444,90880
9.599302502059201,91392
9.648285040879959,91904
9.697267579700716,92416
9.746250118521473,92928
9.79523265734223,93440
9.844215196162988,93952
9.893197734983746,94464
9.942180273804503,94976
9.99116281262526,95488
10.040145351446018,96000
10.089127890266775,96512
10.138110429087533,97024
10.18709296790829,97536
10.236075506729048,98048
10.285058045549805,98560
10.334040584370562,99072
10.38302312319132,99584
10.432005662012077,100096
10.480988200832835,100608
10.529970739653592,101120
10.57895327847435,101632
10.627935817295107,102144
10.862360330487427,102279
10.911342869308184,102791
11.25869460140813,102994
11.305598650628887,103506
11.352502699849644,104018
11.399406749070401,104530
11.446310798291158,105042
11.493214847511915,105554
11.540118896732672,106066
11.587022945953429,106578
11.633926995174185,107090
11.680831044394942,107602
11.7277350936157,108114
11.774639142836456,108626
11.821543192057213,109138
11.86844724127797,109650
11.915351290498727,110162
11.962255339719484,110674
12.00915938894024,111186
12.056063438160997,111698
12.102967487381754,112210
12.149871536602511,112722
12.196775585823268,113234
12.243679635044025,113746
12.290583684264782,114258
12.337487733485538,114770
12.384391782706295,115282
12.431295831927052,115794
12.478199881147809,116306
12.525103930368566,116818
12.572007979589323,117330
12.61891202881008,117842
12.665816078030836,118354
12.712720127251593,118866
12.75962417647235,119378
12.806528225693107,119890
12.853432274913864,120402
12.90033632413462,120914
12.947240373355378,121426
12.994144422576134,121938
13.041048471796891,122450
13.087952521017648,122962
13.134856570238405,123474
13.181760619459162,123986
